x,y
0.0,-2
0.0033444816053511705,-6
0.006688963210702341,-1
0.010033444816053512,0
0.013377926421404682,-8
0.016722408026755852,-6
0.020066889632107024,0
0.023411371237458192,-6
0.026755852842809364,-7
0.030100334448160536,1
0.033444816053511704,-5
0.03678929765886287,-9
0.04013377926421405,-3
0.043478260869565216,4
0.046822742474916385,3
0.05016722408026756,10
0.05351170568561873,9
0.056856187290969896,2
0.06020066889632107,-4
0.06354515050167224,-5
0.06688963210702341,-3
0.07023411371237458,-3
0.07357859531772575,3
0.07692307692307693,6
0.0802675585284281,9
0.08361204013377926,5
0.08695652173913043,13
0.0903010033444816,7
0.09364548494983277,3
0.09698996655518395,-4
0.10033444816053512,-9
0.10367892976588629,-18
0.10702341137123746,-10
0.11036789297658862,-8
0.11371237458193979,0
0.11705685618729096,8
0.12040133779264214,12
0.12374581939799331,8
0.12709030100334448,10
0.13043478260869565,4
0.13377926421404682,4
0.13712374581939799,5
0.14046822742474915,5
0.14381270903010032,1
0.1471571906354515,5
0.1505016722408027,-728
0.15384615384615385,-1491
0.15719063545150502,-2272
0.1605351170568562,-3037
0.16387959866220736,-3847
0.16722408026755853,-3139
0.1705685618729097,-2392
0.17391304347826086,-1606
0.17725752508361203,-801
0.1806020066889632,88
0.18394648829431437,69
0.18729096989966554,158
0.1906354515050167,930
0.1939799331103679,1621
0.19732441471571907,2266
0.20066889632107024,3099
0.2040133779264214,3723
0.20735785953177258,2946
0.21070234113712374,2216
0.2140468227424749,1490
0.21739130434782608,699
0.22073578595317725,-6
0.22408026755852842,-6
0.22742474916387959,-3
0.23076923076923075,-5
0.23411371237458192,-9
0.23745819397993312,-1
0.2408026755852843,-7
0.24414715719063546,-8
0.24749163879598662,-5
0.2508361204013378,-1
0.25418060200668896,2
0.25752508361204013,10
0.2608695652173913,9
0.26421404682274247,10
0.26755852842809363,10
0.2709030100334448,1
0.27424749163879597,0
0.27759197324414714,-7
0.2809364548494983,-10
0.2842809364548495,-10
0.28762541806020064,-3
0.2909698996655518,-4
0.294314381270903,11
0.29765886287625415,12
0.3010033444816054,9
0.30434782608695654,4
0.3076923076923077,5
0.3110367892976589,-6
0.31438127090301005,-6
0.3177257525083612,-5
0.3210702341137124,-1
0.32441471571906355,-2
0.3277591973244147,3
0.3311036789297659,4
0.33444816053511706,5
0.3377926421404682,5
0.3411371237458194,5
0.34448160535117056,2
0.34782608695652173,-2
0.3511705685618729,-5
0.35451505016722407,-10
0.35785953177257523,-13
0.3612040133779264,-9
0.36454849498327757,-4
0.36789297658862874,3
0.3712374581939799,6
0.3745819397993311,10
0.37792642140468224,4
0.3812709030100334,-2
0.3846153846153846,-4
0.3879598662207358,-2
0.391304347826087,1
0.39464882943143814,3
0.3979933110367893,8
0.4013377926421405,2
0.40468227424749165,-2
0.4080267558528428,-10
0.411371237458194,-6
0.41471571906354515,-6
0.4180602006688963,2
0.4214046822742475,2
0.42474916387959866,10
0.4280936454849498,3
0.431438127090301,3
0.43478260869565216,-6
0.43812709030100333,-4
0.4414715719063545,-11
0.44481605351170567,-6
0.44816053511705684,-8
0.451505016722408,0
0.45484949832775917,3
0.45819397993311034,4
0.4615384615384615,5
0.4648829431438127,9
0.46822742474916385,8
0.47157190635451507,3
0.47491638795986624,8
0.4782608695652174,4
0.4816053511705686,-1
0.48494983277591974,-2
0.4882943143812709,-3
0.4916387959866221,-5
0.49498327759197325,0
0.4983277591973244,3
0.5016722408026756,-1
0.5050167224080268,5
0.5083612040133779,2
0.5117056856187291,-1
0.5150501672240803,-2
0.5183946488294314,0
0.5217391304347826,-1
0.5250836120401338,2
0.5284280936454849,1
0.5317725752508361,2
0.5351170568561873,6
0.5384615384615384,3
0.5418060200668896,3
0.5451505016722408,2
0.5484949832775919,-3
0.5518394648829431,-7
0.5551839464882943,-5
0.5585284280936454,-7
0.5618729096989966,-5
0.5652173913043478,1
0.568561872909699,0
0.5719063545150501,-3
0.5752508361204013,0
0.5785953177257525,1
0.5819397993311036,-3
0.5852842809364548,3
0.588628762541806,7
0.5919732441471571,4
0.5953177257525083,3
0.5986622073578595,6
0.6020066889632107,-2
0.6053511705685619,-5
0.6086956521739131,-9
0.6120401337792643,-9
0.6153846153846154,-7
0.6187290969899666,-2
0.6220735785953178,1
0.6254180602006689,9
0.6287625418060201,11
0.6321070234113713,4
0.6354515050167224,5
0.6387959866220736,2
0.6421404682274248,-2
0.6454849498327759,-6
0.6488294314381271,1
0.6521739130434783,-2
0.6555183946488294,-3
0.6588628762541806,-1
0.6622073578595318,3
0.6655518394648829,0
0.6688963210702341,1
0.6722408026755853,7
0.6755852842809364,6
0.6789297658862876,1
0.6822742474916388,0
0.68561872909699,1
0.6889632107023411,-5
0.6923076923076923,-3
0.6956521739130435,3
0.6989966555183946,2
0.7023411371237458,0
0.705685618729097,0
0.7090301003344481,-2
0.7123745819397993,-8
0.7157190635451505,-5
0.7190635451505016,-4
0.7224080267558528,0
0.725752508361204,1
0.7290969899665551,2
0.7324414715719063,3
0.7357859531772575,5
0.7391304347826086,3
0.7424749163879598,-1
0.745819397993311,5
0.7491638795986622,3
0.7525083612040133,-3
0.7558528428093645,-6
0.7591973244147157,-3
0.7625418060200668,-7
0.765886287625418,-8
0.7692307692307692,-2
0.7725752508361204,5
0.7759197324414716,6
0.7792642140468228,4
0.782608695652174,5
0.7859531772575251,-1
0.7892976588628763,-9
0.7926421404682275,-9
0.7959866220735786,-5
0.7993311036789298,-5
0.802675585284281,5
0.8060200668896321,13
0.8093645484949833,9
0.8127090301003345,9
0.8160535117056856,11
0.8193979933110368,2
0.822742474916388,-4
0.8260869565217391,3
0.8294314381270903,-1
0.8327759197324415,-4
0.8361204013377926,0
0.8394648829431438,3
0.842809364548495,-3
0.8461538461538461,-2
0.8494983277591973,-5
0.8528428093645485,-7
0.8561872909698997,-9
0.8595317725752508,-8
0.862876254180602,-8
0.8662207357859532,2
0.8695652173913043,3
0.8729096989966555,6
0.8762541806020067,9
0.8795986622073578,7
0.882943143812709,-2
0.8862876254180602,-1
0.8896321070234113,-7
0.8929765886287625,-13
0.8963210702341137,-5
0.8996655518394648,-1
0.903010033444816,-2
0.9063545150501672,6
0.9096989966555183,11
0.9130434782608695,3
0.9163879598662207,1
0.9197324414715718,-2
0.923076923076923,-6
0.9264214046822742,-9
0.9297658862876254,-3
0.9331103678929765,-4
0.9364548494983277,4
0.9397993311036789,1
0.9431438127090301,8
0.9464882943143813,4
0.9498327759197325,5
0.9531772575250836,-6
0.9565217391304348,-1
0.959866220735786,-10
0.9632107023411371,-9
0.9665551839464883,-5
0.9698996655518395,2
0.9732441471571907,-1
0.9765886287625418,8
0.979933110367893,8
0.9832775919732442,5
0.9866220735785953,6
0.9899665551839465,8
0.9933110367892977,1
0.9966555183946488,-1
1.0,1
