x,y
0.0,4
0.0033444816053511705,24
0.006688963210702341,38
0.010033444816053512,25
0.013377926421404682,27
0.016722408026755852,67
0.020066889632107024,35
0.023411371237458192,5
0.026755852842809364,7
0.030100334448160536,0
0.033444816053511704,-42
0.03678929765886287,-15
0.04013377926421405,-2
0.043478260869565216,96
0.046822742474916385,292
0.05016722408026756,519
0.05351170568561873,700
0.056856187290969896,896
0.06020066889632107,897
0.06354515050167224,703
0.06688963210702341,488
0.07023411371237458,289
0.07357859531772575,96
0.07692307692307693,-3
0.0802675585284281,-10
0.08361204013377926,-4
0.08695652173913043,-1
0.0903010033444816,-7
0.09364548494983277,-9
0.09698996655518395,-2
0.10033444816053512,-3
0.10367892976588629,0
0.10702341137123746,3
0.11036789297658862,9
0.11371237458193979,8
0.11705685618729096,7
0.12040133779264214,3
0.12374581939799331,5
0.12709030100334448,3
0.13043478260869565,0
0.13377926421404682,2
0.13712374581939799,-2
0.14046822742474915,-8
0.14381270903010032,-10
0.1471571906354515,-4
0.1505016722408027,-9
0.15384615384615385,0
0.15719063545150502,8
0.1605351170568562,8
0.16387959866220736,2
0.16722408026755853,7
0.1705685618729097,4
0.17391304347826086,-2
0.17725752508361203,-4
0.1806020066889632,0
0.18394648829431437,-1
0.18729096989966554,-2
0.1906354515050167,1
0.1939799331103679,9
0.19732441471571907,5
0.20066889632107024,4
0.2040133779264214,3
0.20735785953177258,2
0.21070234113712374,-4
0.2140468227424749,-1
0.21739130434782608,-4
0.22073578595317725,-2
0.22408026755852842,-2
0.22742474916387959,-3
0.23076923076923075,-3
0.23411371237458192,0
0.23745819397993312,-6
0.2408026755852843,-7
0.24414715719063546,-1
0.24749163879598662,-4
0.2508361204013378,-4
0.25418060200668896,3
0.25752508361204013,8
0.2608695652173913,3
0.26421404682274247,5
0.26755852842809363,1
0.2709030100334448,2
0.27424749163879597,-4
0.27759197324414714,-5
0.2809364548494983,-6
0.2842809364548495,1
0.28762541806020064,-3
0.2909698996655518,0
0.294314381270903,-1
0.29765886287625415,1
0.3010033444816054,-2
0.30434782608695654,-2
0.3076923076923077,-5
0.3110367892976589,3
0.31438127090301005,2
0.3177257525083612,3
0.3210702341137124,6
0.32441471571906355,4
0.3277591973244147,-1
0.3311036789297659,0
0.33444816053511706,-1
0.3377926421404682,-5
0.3411371237458194,3
0.34448160535117056,4
0.34782608695652173,1
0.3511705685618729,0
0.35451505016722407,2
0.35785953177257523,0
0.3612040133779264,-6
0.36454849498327757,0
0.36789297658862874,2
0.3712374581939799,4
0.3745819397993311,1
0.37792642140468224,7
0.3812709030100334,1
0.3846153846153846,-1
0.3879598662207358,-2
0.391304347826087,-6
0.39464882943143814,-5
0.3979933110367893,-3
0.4013377926421405,-3
0.40468227424749165,-6
0.4080267558528428,1
0.411371237458194,-4
0.41471571906354515,-5
0.4180602006688963,-2
0.4214046822742475,-1
0.42474916387959866,1
0.4280936454849498,6
0.431438127090301,9
0.43478260869565216,9
0.43812709030100333,13
0.4414715719063545,9
0.44481605351170567,8
0.44816053511705684,2
0.451505016722408,-1
0.45484949832775917,-8
0.45819397993311034,-12
0.4615384615384615,-14
0.4648829431438127,-9
0.46822742474916385,-9
0.47157190635451507,-4
0.47491638795986624,0
0.4782608695652174,1
0.4816053511705686,-2
0.48494983277591974,1
0.4882943143812709,1
0.4916387959866221,-2
0.49498327759197325,-1
0.4983277591973244,2
0.5016722408026756,-4
0.5050167224080268,-3
0.5083612040133779,6
0.5117056856187291,5
0.5150501672240803,4
0.5183946488294314,9
0.5217391304347826,5
0.5250836120401338,-1
0.5284280936454849,-3
0.5317725752508361,0
0.5351170568561873,0
0.5384615384615384,1
0.5418060200668896,-2
0.5451505016722408,-5
0.5484949832775919,-7
0.5518394648829431,-7
0.5551839464882943,-5
0.5585284280936454,1
0.5618729096989966,12
0.5652173913043478,11
0.568561872909699,11
0.5719063545150501,10
0.5752508361204013,6
0.5785953177257525,-2
0.5819397993311036,-3
0.5852842809364548,-6
0.588628762541806,-6
0.5919732441471571,-4
0.5953177257525083,0
0.5986622073578595,0
0.6020066889632107,4
0.6053511705685619,1
0.6086956521739131,-1
0.6120401337792643,-4
0.6153846153846154,-1
0.6187290969899666,-6
0.6220735785953178,1
0.6254180602006689,2
0.6287625418060201,4
0.6321070234113713,1
0.6354515050167224,3
0.6387959866220736,-1
0.6421404682274248,-7
0.6454849498327759,-11
0.6488294314381271,-11
0.6521739130434783,-8
0.6555183946488294,-11
0.6588628762541806,-2
0.6622073578595318,6
0.6655518394648829,10
0.6688963210702341,9
0.6722408026755853,15
0.6755852842809364,14
0.6789297658862876,4
0.6822742474916388,-3
0.68561872909699,-3
0.6889632107023411,-6
0.6923076923076923,-6
0.6956521739130435,1
0.6989966555183946,7
0.7023411371237458,4
0.705685618729097,4
0.7090301003344481,0
0.7123745819397993,0
0.7157190635451505,-5
0.7190635451505016,-2
0.7224080267558528,-1
0.725752508361204,1
0.7290969899665551,-3
0.7324414715719063,1
0.7357859531772575,-1
0.7391304347826086,-3
0.7424749163879598,-2
0.745819397993311,-2
0.7491638795986622,-1
0.7525083612040133,1
0.7558528428093645,1
0.7591973244147157,-1
0.7625418060200668,3
0.765886287625418,0
0.7692307692307692,-3
0.7725752508361204,-5
0.7759197324414716,-3
0.7792642140468228,-6
0.782608695652174,-6
0.7859531772575251,-4
0.7892976588628763,3
0.7926421404682275,3
0.7959866220735786,6
0.7993311036789298,8
0.802675585284281,11
0.8060200668896321,6
0.8093645484949833,6
0.8127090301003345,4
0.8160535117056856,3
0.8193979933110368,-5
0.822742474916388,-4
0.8260869565217391,-8
0.8294314381270903,-7
0.8327759197324415,-5
0.8361204013377926,3
0.8394648829431438,4
0.842809364548495,4
0.8461538461538461,3
0.8494983277591973,2
0.8528428093645485,-1
0.8561872909698997,-4
0.8595317725752508,0
0.862876254180602,-1
0.8662207357859532,-7
0.8695652173913043,-8
0.8729096989966555,-2
0.8762541806020067,1
0.8795986622073578,1
0.882943143812709,10
0.8862876254180602,14
0.8896321070234113,7
0.8929765886287625,2
0.8963210702341137,-91
0.8996655518394648,-303
0.903010033444816,-484
0.9063545150501672,-680
0.9096989966555183,-902
0.9130434782608695,-920
0.9163879598662207,-705
0.9197324414715718,-551
0.923076923076923,-354
0.9264214046822742,-116
0.9297658862876254,-22
0.9331103678929765,-27
0.9364548494983277,-25
0.9397993311036789,-9
0.9431438127090301,-28
0.9464882943143813,13
0.9498327759197325,-5
0.9531772575250836,65
0.9565217391304348,15
0.959866220735786,16
0.9632107023411371,-7
0.9665551839464883,48
0.9698996655518395,-44
0.9732441471571907,-2
0.9765886287625418,12
0.979933110367893,15
0.9832775919732442,-58
0.9866220735785953,-1
0.9899665551839465,-7
0.9933110367892977,-15
0.9966555183946488,-8
1.0,31
