x,y
0.0,8
0.0033444816053511705,5
0.006688963210702341,-1
0.010033444816053512,1
0.013377926421404682,-1
0.016722408026755852,-1
0.020066889632107024,3
0.023411371237458192,3
0.026755852842809364,-3
0.030100334448160536,-6
0.033444816053511704,-1
0.03678929765886287,2
0.04013377926421405,3
0.043478260869565216,6
0.046822742474916385,9
0.05016722408026756,5
0.05351170568561873,-4
0.056856187290969896,-6
0.06020066889632107,-11
0.06354515050167224,-10
0.06688963210702341,-10
0.07023411371237458,0
0.07357859531772575,1
0.07692307692307693,7
0.0802675585284281,7
0.08361204013377926,6
0.08695652173913043,1
0.0903010033444816,-1
0.09364548494983277,-3
0.09698996655518395,-5
0.10033444816053512,-5
0.10367892976588629,-8
0.10702341137123746,-6
0.11036789297658862,-5
0.11371237458193979,-3
0.11705685618729096,4
0.12040133779264214,9
0.12374581939799331,7
0.12709030100334448,4
0.13043478260869565,3
0.13377926421404682,-3
0.13712374581939799,-5
0.14046822742474915,1
0.14381270903010032,6
0.1471571906354515,3
0.1505016722408027,1
0.15384615384615385,2
0.15719063545150502,-5
0.1605351170568562,-10
0.16387959866220736,-4
0.16722408026755853,-2
0.1705685618729097,-3
0.17391304347826086,3
0.17725752508361203,8
0.1806020066889632,6
0.18394648829431437,10
0.18729096989966554,10
0.1906354515050167,2
0.1939799331103679,-3
0.19732441471571907,-6
0.20066889632107024,-8
0.2040133779264214,-11
0.20735785953177258,-4
0.21070234113712374,-1
0.2140468227424749,1
0.21739130434782608,3
0.22073578595317725,7
0.22408026755852842,7
0.22742474916387959,3
0.23076923076923075,4
0.23411371237458192,-2
0.23745819397993312,-7
0.2408026755852843,-9
0.24414715719063546,-5
0.24749163879598662,-12
0.2508361204013378,-9
0.25418060200668896,0
0.25752508361204013,0
0.2608695652173913,-3
0.26421404682274247,6
0.26755852842809363,6
0.2709030100334448,0
0.27424749163879597,2
0.27759197324414714,5
0.2809364548494983,3
0.2842809364548495,3
0.28762541806020064,2
0.2909698996655518,-2
0.294314381270903,-2
0.29765886287625415,0
0.3010033444816054,2
0.30434782608695654,7
0.3076923076923077,7
0.3110367892976589,8
0.31438127090301005,2
0.3177257525083612,-4
0.3210702341137124,-13
0.32441471571906355,-10
0.3277591973244147,-15
0.3311036789297659,-9
0.33444816053511706,-3
0.3377926421404682,9
0.3411371237458194,7
0.34448160535117056,13
0.34782608695652173,11
0.3511705685618729,9
0.35451505016722407,0
0.35785953177257523,0
0.3612040133779264,-3
0.36454849498327757,-7
0.36789297658862874,-4
0.3712374581939799,0
0.3745819397993311,3
0.37792642140468224,1
0.3812709030100334,6
0.3846153846153846,1
0.3879598662207358,-6
0.391304347826087,-7
0.39464882943143814,-8
0.3979933110367893,-10
0.4013377926421405,-12
0.40468227424749165,-3
0.4080267558528428,-4
0.411371237458194,4
0.41471571906354515,2
0.4180602006688963,11
0.4214046822742475,13
0.42474916387959866,11
0.4280936454849498,2
0.431438127090301,6
0.43478260869565216,0
0.43812709030100333,-7
0.4414715719063545,-4
0.44481605351170567,1
0.44816053511705684,-2
0.451505016722408,-4
0.45484949832775917,-1
0.45819397993311034,-3
0.4615384615384615,-2
0.4648829431438127,-2
0.46822742474916385,3
0.47157190635451507,0
0.47491638795986624,2
0.4782608695652174,-1
0.4816053511705686,-3
0.48494983277591974,-8
0.4882943143812709,-3
0.4916387959866221,-4
0.49498327759197325,-3
0.4983277591973244,5
0.5016722408026756,9
0.5050167224080268,8
0.5083612040133779,8
0.5117056856187291,5
0.5150501672240803,-2
0.5183946488294314,-1
0.5217391304347826,-9
0.5250836120401338,-7
0.5284280936454849,-1
0.5317725752508361,0
0.5351170568561873,-1
0.5384615384615384,11
0.5418060200668896,9
0.5451505016722408,4
0.5484949832775919,3
0.5518394648829431,2
0.5551839464882943,-4
0.5585284280936454,-5
0.5618729096989966,2
0.5652173913043478,9
0.568561872909699,9
0.5719063545150501,6
0.5752508361204013,5
0.5785953177257525,-4
0.5819397993311036,-9
0.5852842809364548,-10
0.588628762541806,-5
0.5919732441471571,-7
0.5953177257525083,-87
0.5986622073578595,-264
0.6020066889632107,-440
0.6053511705685619,-630
0.6086956521739131,-825
0.6120401337792643,-833
0.6153846153846154,-680
0.6187290969899666,-497
