0.088 -69.48695938981652 2.79%
0.084 -69.90647701504842 2.78%
0.08 -71.32599464028034 1.38%
0.076 -71.74551226551225 1.37%
0.07200000000000001 -72.16502989074417 1.36%
0.068 -73.58454751597607 0.0%
0.064 -72.00406514120799 2.7%
0.06 -71.42358276643989 4.03%
0.056 -73.84310039167181 1.33%
0.052000000000000005 -74.26261801690372 1.32%
0.048 -72.68213564213562 3.96%
0.044 -75.10165326736754 1.31%
0.04 -72.52117089259944 5.22%
0.036000000000000004 -75.94068851783136 1.29%
0.032 -75.36020614306327 2.58%
0.028 -76.77972376829518 1.28%
0.024 -77.19924139352709 1.27%
0.02 -76.61875901875901 2.54%
0.016 -78.03827664399091 1.26%
0.012 -78.45779426922283 1.25%
0.008 -76.87731189445473 3.75%
0.004 -76.29682951968665 4.98%
0.0 -77.71634714491856 3.71%
0.1 -0.22840651412079183 99.67%
0.096 -67.6479241393527 4.24%
0.092 -71.0674417645846 0.0%
0.916 -71.99990999099913 2.7%
0.912 -69.55220522052207 5.43%
0.908 -70.10450045004501 4.1%
0.904 -72.65679567956798 0.0%
0.9 -69.20909090909092 4.15%
0.996 -81.95400540054007 1.2%
0.992 -81.50630063006304 1.21%
0.988 -80.05859585958598 2.43%
0.984 -79.61089108910892 2.45%
0.98 -79.16318631863189 2.46%
0.976 -78.71548154815483 2.47%
0.972 -79.2677767776778 1.24%
0.968 -76.82007200720074 3.75%
0.964 -77.37236723672368 2.51%
0.96 -75.92466246624664 3.8%
0.9560000000000001 -74.47695769576961 5.09%
0.9520000000000001 -76.02925292529255 2.56%
0.9480000000000001 -75.5815481548155 2.57%
0.9440000000000001 -73.13384338433846 5.18%
0.9400000000000001 -76.6861386138614 0.0%
0.936 -76.23843384338437 0.0%
0.932 -71.79072907290731 5.27%
0.928 -72.34302430243025 3.98%
0.924 -74.89531953195322 0.0%
0.92 -72.44761476147616 2.68%
