0.0 304.61348522737796 5755.11%
0.005 275.6178475502454 5220.95%
0.01 262.6222098731129 4983.45%
0.015 257.6265721959804 4894.45%
0.02 255.63093451884782 4861.18%
0.025 246.6352968417153 4697.37%
0.03 259.6396591645828 4943.71%
0.035 283.64402148745023 5395.83%
0.04 220.64838381031768 4223.02%
0.045 278.65274613318513 5311.13%
0.05 253.6571084560526 4847.56%
0.055 231.66147077892006 4439.42%
0.06 257.66583310178754 4930.47%
0.065 223.670195424655 4296.59%
0.07 251.67455774752247 4825.89%
0.075 239.67892007038992 4604.32%
0.08 225.6832823932574 4344.78%
0.085 230.68764471612485 4442.47%
0.09 220.6920070389923 4257.72%
0.095 232.69636936185978 4487.49%
0.1 209.70073168472723 4057.16%
0.105 222.7050940075947 4306.02%
0.11 205.70945633046216 3988.24%
0.115 198.71381865332964 3859.11%
0.12 207.7181809761971 4032.7%
0.125 221.72254329906457 4301.31%
0.13 203.72690562193202 3963.51%
0.135 206.73126794479947 4023.73%
0.14 229.73563026766695 4463.97%
0.145 230.7399925905344 4486.68%
0.15 207.74435491340188 4052.78%
0.155 186.74871723626933 3656.24%
0.16 234.7530795591368 4574.11%
0.165 175.75744188200426 3452.51%
0.17 191.76180420487174 3760.83%
0.17500000000000002 174.7661665277392 3439.16%
0.18 195.77052885060664 3843.6%
0.185 176.77489117347412 3483.18%
0.19 186.77925349634157 3677.63%
0.195 174.78361581920905 3450.66%
