0.09 -86.31199407242751 2.26%
0.085 -87.96303602852643 1.12%
0.08 -87.61407798462534 2.23%
0.075 -85.26511994072426 5.53%
0.07 -90.91616189682318 0.0%
0.065 -86.56720385292209 5.46%
0.06 -89.21824580902101 3.25%
0.055 -90.86928776511992 2.15%
0.05 -89.52032972121884 4.27%
0.045 -92.17137167731777 2.12%
0.04 -90.82241363341667 4.21%
0.035 -93.4734555895156 2.09%
0.03 -95.1244975456145 1.04%
0.025 -94.77553950171342 2.06%
0.02 -94.42658145781235 3.07%
0.015 -96.07762341391125 2.03%
0.01 -92.72866537001018 6.07%
0.005 -95.37970732610908 4.02%
0.0 -99.030749282208 0.99%
0.195 -69.64011299435026 6.69%
0.19 -73.29115495044918 2.65%
0.185 -75.9421969065481 0.0%
0.18 -76.59323886264701 0.0%
0.17500000000000002 -72.24428081874593 6.47%
0.17 -75.89532277484486 2.56%
0.165 -77.54636473094376 1.27%
0.16 -76.19740668704269 3.78%
0.155 -77.84844864314161 2.5%
0.15 -79.49949059924052 1.24%
0.145 -75.15053255533944 7.39%
0.14 -77.80157451143835 4.88%
0.135 -80.45261646753727 2.42%
0.13 -79.10365842363618 4.81%
0.125 -79.7547003797351 4.77%
0.12 -82.40574233583402 2.36%
0.115 -85.05678429193293 0.0%
0.11 -84.70782624803185 1.16%
0.105 -84.35886820413076 2.31%
0.1 -84.00991016022968 3.44%
0.095 -84.6609521163286 3.42%
