0.096 -88.85204081632656 41.48%
0.088 -153.97673469387757 0.0%
0.08 -152.10142857142858 2.56%
0.07200000000000001 -156.22612244897962 1.26%
0.064 -150.35081632653063 6.23%
0.056 -154.47551020408164 4.92%
0.048 -161.60020408163268 1.82%
0.04 -158.7248979591837 4.79%
0.032 -163.8495918367347 2.96%
0.024 -168.97428571428574 1.16%
0.016 -170.09897959183675 1.73%
0.008 -173.2236734693878 1.14%
0.0 -174.3483673469388 1.69%
0.992 -167.13825037707392 2.9%
0.984 -168.1334539969834 1.17%
0.976 -164.1286576168929 2.37%
0.968 -158.12386123680238 4.81%
0.96 -160.11906485671193 2.43%
0.9520000000000001 -157.11426847662142 3.08%
0.9440000000000001 -158.10947209653096 1.24%
0.936 -154.10467571644045 2.52%
0.928 -151.09987933634994 3.2%
0.92 -149.09508295625943 3.24%
0.912 -147.09028657616892 3.28%
0.904 -144.0854901960784 3.99%
