0.115 -83.67329047340738 4.56%
0.11 -87.43950905902982 1.13%
0.105 -88.20572764465226 1.12%
0.1 -89.97194623027471 0.0%
0.095 -85.73816481589715 5.51%
0.09 -91.50438340151959 0.0%
0.085 -89.27060198714204 3.25%
0.08 -88.03682057276448 5.37%
0.075 -90.80303915838692 3.19%
0.07 -91.56925774400936 3.17%
0.065 -94.33547632963182 1.04%
0.06 -92.10169491525426 4.16%
0.055 -96.8679135008767 0.0%
0.05 -96.63413208649914 1.02%
0.045 -96.40035067212159 2.03%
0.04 -99.16656925774403 0.0%
0.035 -96.93278784336647 3.0%
0.03 -97.69900642898891 2.97%
0.025 -97.46522501461136 3.94%
0.02 -100.2314436002338 1.95%
0.015 -101.99766218585624 0.97%
0.01 -100.76388077147868 2.89%
0.005 -103.53009935710114 0.95%
0.0 -102.29631794272358 2.84%
0.2 2.3524254821741692 103.15%
0.195 -73.41379310344828 2.65%
0.19 -75.18001168907072 1.31%
0.185 -73.94623027469316 3.89%
0.18 -75.71244886031562 2.57%
0.17500000000000002 -76.47866744593806 2.54%
0.17 -73.2448860315605 7.57%
0.165 -76.01110461718294 4.99%
0.16 -77.77732320280539 3.71%
0.155 -79.54354178842783 2.45%
0.15 -80.30976037405027 2.42%
0.145 -80.07597895967271 3.61%
0.14 -79.84219754529516 4.77%
0.135 -78.6084161309176 7.09%
0.13 -84.37463471654004 1.17%
0.125 -85.1408533021625 1.16%
0.12 -84.90707188778494 2.3%
