0.20500000000000002 239.84419707182104 2719.58%
0.21 272.85799504080194 3084.66%
0.215 246.8717930097828 2804.49%
0.22 242.8855909787637 2764.85%
0.225 225.89938894774457 2582.24%
0.23 255.91318691672546 2916.31%
0.23500000000000001 242.92698488570633 2777.46%
0.24 248.94078285468723 2847.92%
0.245 241.9545808236681 2774.88%
0.25 215.968378792649 2491.24%
0.255 240.98217676162986 2772.28%
0.26 240.99597473061075 2776.53%
0.265 269.0097726995916 3092.24%
0.27 218.02357066857252 2528.84%
0.275 242.0373686375534 2800.51%
0.28 225.05116660653428 2614.86%
0.28500000000000003 207.06496457551518 2417.44%
0.29 203.07876254449604 2376.35%
0.295 240.09256051347694 2795.41%
0.3 232.1063584824578 2709.8%
0.305 195.1201564514387 2297.33%
0.31 217.13395442041957 2549.05%
0.315 218.14775238940047 2564.32%
0.32 232.16155035838133 2726.72%
0.325 230.17534832736223 2708.32%
0.33 231.1891462963431 2723.91%
0.335 213.202944265324 2523.57%
0.34 214.21674223430486 2538.92%
0.34500000000000003 197.23054020328576 2349.06%
0.35000000000000003 203.24433817226662 2421.29%
0.355 189.25813614124752 2264.96%
0.36 198.27193411022841 2371.65%
0.365 211.28573207920928 2524.59%
0.37 199.29953004819018 2390.67%
0.375 191.31332801717105 2302.37%
0.38 188.32712598615194 2271.45%
0.385 181.3409239551328 2194.22%
0.39 208.3547219241137 2510.04%
0.395 172.36851989309457 2096.97%
