0.848 -115.16610132399602 3.35%
0.84 -115.09147609147605 2.54%
0.8320000000000001 -113.0168508589561 3.41%
0.8240000000000001 -112.94222562643613 2.58%
0.8160000000000001 -111.86760039391616 2.61%
0.808 -112.79297516139619 0.87%
0.8 -109.71834992887622 2.66%
0.992 -134.5093555093555 2.88%
0.984 -135.43473027683552 1.45%
0.976 -132.3601050443155 2.93%
0.968 -129.28547981179554 4.43%
0.96 -131.21085457927558 2.23%
0.9520000000000001 -128.1362293467556 3.75%
0.9440000000000001 -128.06160411423565 3.02%
0.936 -127.98697888171569 2.29%
0.928 -125.91235364919572 3.07%
0.92 -121.83772841667576 5.43%
0.912 -118.76310318415578 7.04%
0.904 -123.68847795163582 2.36%
0.896 -122.61385271911584 2.38%
0.888 -118.53922748659588 4.81%
0.88 -116.4646022540759 5.66%
0.872 -119.38997702155594 2.45%
0.864 -119.31535178903596 1.64%
0.856 -118.240726556516 1.66%
