0.08 -44.66760349411318 6.29%
0.076 -45.71738918127068 4.19%
0.07200000000000001 -47.76717486842819 0.0%
0.068 -46.816960555585695 2.09%
0.064 -43.866746242743204 8.35%
0.06 -44.916531929900714 6.26%
0.056 -46.966317617058216 2.08%
0.052000000000000005 -46.016103304215726 4.16%
0.048 -44.06588899137323 8.32%
0.044 -45.11567467853074 6.23%
0.04 -47.16546036568824 2.07%
0.036000000000000004 -45.21524605284575 6.22%
0.032 -47.26503174000325 2.07%
0.028 -46.31481742716076 4.13%
0.024 -44.36460311431827 8.27%
0.02 -46.41438880147577 4.13%
0.016 -48.46417448863328 0.0%
0.012 -47.513960175790785 2.06%
0.008 -45.563745862948295 6.17%
0.17200000000000001 -43.52253268949053 6.44%
0.168 -44.572318376648035 4.29%
0.164 -46.622104063805544 0.0%
0.16 -44.67188975096305 4.28%
0.156 -44.721675438120556 4.28%
0.152 -43.771461125278066 6.41%
0.148 -43.82124681243557 6.4%
0.14400000000000002 -45.87103249959308 2.13%
0.14 -45.92081818675058 2.13%
0.136 -45.97060387390809 2.12%
0.132 -44.02038956106559 6.38%
0.128 -44.0701752482231 6.37%
0.124 -47.119960935380604 0.0%
0.12 -47.16974662253811 0.0%
0.116 -47.21953230969562 0.0%
0.112 -44.269317996853125 6.34%
0.108 -43.319103684010635 8.45%
0.10400000000000001 -47.36888937116814 0.0%
0.1 -46.41867505832565 2.1%
0.096 -44.46846074548315 6.31%
0.092 -45.51824643264066 4.2%
0.088 -45.56803211979817 4.2%
0.084 -46.61781780695567 2.1%
0.2 20.825967120612013 145.1%
0.196 -44.22381856654549 4.32%
0.192 -45.273604253703 2.16%
0.188 -45.3233899408605 2.15%
0.184 -42.37317562801801 8.62%
0.18 -45.42296131517552 2.15%
0.176 -45.47274700233302 2.15%
