0.91 -82.98962674817079 2.35%
0.905 -81.40093544503105 3.55%
0.9 -80.81224414189128 3.57%
0.895 -81.22355283875152 2.4%
0.89 -80.63486153561175 2.42%
0.885 -82.04617023247198 0.0%
0.88 -79.45747892933224 2.45%
0.875 -76.86878762619247 4.94%
0.87 -78.2800963230527 2.49%
0.865 -75.69140501991293 5.01%
0.86 -76.1027137167732 3.79%
0.855 -77.51402241363343 1.27%
0.85 -75.92533111049366 2.56%
0.845 -77.33663980735389 0.0%
0.84 -73.74794850421412 3.9%
0.835 -75.15925720107438 1.31%
0.8300000000000001 -70.57056589793461 6.61%
0.8250000000000001 -70.98187459479487 5.33%
0.8200000000000001 -72.3931832916551 2.68%
0.8150000000000001 -72.80449198851534 1.35%
0.81 -73.21580068537557 0.0%
0.805 -71.62710938223583 1.37%
0.8 -72.03841807909606 0.0%
0.995 -92.99737890154674 2.1%
0.99 -89.40868759840697 5.29%
0.985 -88.8199962952672 5.32%
0.98 -90.23130499212746 3.21%
0.975 -83.6426136889877 9.71%
0.97 -89.05392238584793 3.25%
0.965 -88.46523108270816 3.27%
0.96 -89.87653977956842 1.1%
0.9550000000000001 -88.28784847642865 2.21%
0.9500000000000001 -88.69915717328888 1.11%
0.9450000000000001 -87.11046587014914 2.24%
0.9400000000000001 -86.52177456700937 2.25%
0.935 -86.9330832638696 1.13%
0.93 -84.34439196072984 3.43%
0.925 -84.7557006575901 2.3%
0.92 -83.16700935445033 3.48%
0.915 -82.57831805131056 3.5%
